layer,kv_head,readout_shape_score,readout_shape_score_median,peak_readout_shape_score,internal_readout_share,memory_readout_share,current_readout_share,internal_topk_concentration,internal_peakiness,boundary_ratio,boundary_suppression,num_observations,u_int_mean,cov_int_mean,cov_oracle_int_mean,score_sum,score_mean_q,score_max_q
22,3,0.1488264824127208,0.153178368493553,0.0424291033824813,0.7230483088086666,0.8946016789526219,0.1053983322668698,0.2872646512178104,0.2771132513880729,0.2050562653760764,0.7949437346239236,80,0.6403688667773243,0.3452077880549991,0.4958366303552085,1941.692077456952,277.3845824938503,804.604527895105
23,0,0.1725132073071087,0.1489455132949488,0.0463074682624517,0.6483450876534431,0.7456694316415715,0.2543305814266958,0.3123636406387579,0.2413551039993763,0.1532181117675515,0.8467818882324485,80,0.8681322313398973,0.4729265664409259,0.5313504309262165,345.1194940697536,49.30278486710766,167.76059068341496
23,1,0.1264065510767208,0.1280988107493878,0.0365489724652409,0.6964217778330895,0.896547181929155,0.1034528120632043,0.2684456460948088,0.2770058050751686,0.2349437915892894,0.7650562084107105,80,0.5926629837076418,0.3318676025732244,0.4998530430277491,2396.005697794554,342.28652825636493,796.6888505479998
23,2,0.1456336451360716,0.1466658547650342,0.0430168779854255,0.7245761684507204,0.8974693808903348,0.102530620145915,0.2858362951966374,0.2827862538397312,0.2058955756186533,0.7941044243813467,80,0.700703805227867,0.3915564277876583,0.5212103281791206,624.0852843228768,89.15504061755382,150.37546979025666
23,3,0.1816117499608103,0.1756388101638338,0.0601377058543542,0.7009526457583484,0.8779712373912127,0.1220287691313275,0.3383559736882835,0.3051670007407665,0.2219263004981942,0.7780736995018057,80,0.8016596822586022,0.4920461235796345,0.5912721218459666,0.0,0.0,0.0
24,0,0.1169771649591948,0.109709762632252,0.0347229114885976,0.7000044999859536,0.8503520414610997,0.1496479555213805,0.2087880416560084,0.2430515483021736,0.1890650574361048,0.8109349425638952,80,0.6155850934246396,0.2774386029614414,0.4133410377443521,0.0,0.0,0.0
24,1,0.2970684837645945,0.2879149850171514,0.1099546960241558,0.8048900776568406,0.9692367931947216,0.0307632080019731,0.4413054291082227,0.3517538193613291,0.1760526612613001,0.8239473387387,80,0.9289758456211188,0.6127376503288826,0.6523406897658407,5.035166975131728,0.7193095678759611,3.7459519771667296
24,2,0.1390337289547813,0.1433940417248205,0.0356322331455938,0.6713371503161418,0.7934216449723228,0.2065783561875959,0.2650477182747454,0.2421041436493397,0.1806142605127783,0.8193857394872216,80,0.7038694118510344,0.3423309780280515,0.4505080759824805,215.18559402380964,30.74079914625852,99.4922634088366
24,3,0.1838909875413949,0.1954178990333397,0.0505128275723204,0.7211603650979883,0.8706370667003439,0.1293629402985733,0.3199326487035125,0.2680607557296753,0.1899772822392192,0.8100227177607808,80,0.7525132094649216,0.3951561740298386,0.5051108134789946,865.3409584935666,123.62013692765238,330.7962831087146
25,0,0.1243198628204327,0.1290575241255657,0.0359864804381144,0.6481002794384441,0.7839227182758397,0.2160772817611212,0.2569297454369526,0.2551554776728153,0.1919757986472879,0.8080242013527121,80,0.7041498210179683,0.3552461764200635,0.4608870416062424,11.862424029517,1.6946320042167144,10.773293061506722
25,1,0.165481077098244,0.1631873862833376,0.0417794713590496,0.7207474547901486,0.830856001126692,0.1691439958412474,0.2842504884417498,0.2457122452557087,0.1562878050429336,0.8437121949570663,80,0.8313292716187972,0.4093845740189429,0.4792797853971128,772.0948930506357,110.2992704358051,134.07113909620227
25,2,0.1538365282619005,0.157934593510249,0.0474152405629275,0.6898229637079182,0.8435850938322774,0.1564149008030194,0.2979119490739928,0.281852775812149,0.2094410349322132,0.7905589650677867,80,0.6970722882979309,0.3894669024471146,0.5148671715201643,0.2953663915060974,0.0421951987865853,0.2953663915060974
25,3,0.1496440903536054,0.1545542532095679,0.0438247584829734,0.7254535141779404,0.9031536802192812,0.0968463290730653,0.2872549100143249,0.2795959897339344,0.2134498455998731,0.7865501544001268,80,0.6778483979857047,0.3699542095308791,0.499227765616455,936.8904141898946,133.84148774141352,779.8695329857139
26,0,0.2353487387886813,0.2697636742532933,0.0732430837273585,0.7019707178829944,0.8302502620844265,0.169749733426285,0.3964265051610809,0.305575842410326,0.1725735428865733,0.8274264571134266,80,0.911444154795525,0.5548811026747178,0.6037407302300382,605.9186339821938,86.55980485459911,119.05456790209752
26,1,0.2562592109153915,0.258921101027757,0.0915789259274465,0.7354572616392321,0.8980884551928547,0.101911535981051,0.4347904961698351,0.3495067983865738,0.1975031928338597,0.8024968071661404,80,0.9376187777071112,0.6241632278589295,0.6604304325180428,200.26273595805625,28.60896227972232,141.7848513341922
26,2,0.2101866809040531,0.2282542080039719,0.0650440858008834,0.7218507204384851,0.8675694289624177,0.1324305746586171,0.36570410639506,0.3073061518371105,0.1823958830625542,0.8176041169374457,80,0.855311548974554,0.517670053599719,0.5940441179888791,1385.728649564957,197.9612356521368,479.5254815227144
26,3,0.1129482149848906,0.1124242700671057,0.0298869449162947,0.6043735946574251,0.7376944349360122,0.2623055732307832,0.2516471218676311,0.252236820012331,0.205582620035033,0.794417379964967,80,0.6783384740709791,0.3701815682482166,0.5059687869815265,356.05748475602604,50.86535496514658,257.3469545736684
27,0,0.2143487338781611,0.2324351768212487,0.0635855438268297,0.7221891970386695,0.8628239307290186,0.1371760731828814,0.3693379989047192,0.2934462502598762,0.1817385499028619,0.8182614500971381,80,0.8950801102242968,0.492711846208943,0.5415652027230634,983.9567030641208,140.5652432948744,272.31216619559086
27,1,0.1830156630297889,0.1672336682255088,0.0605125459362983,0.7252307952569049,0.8890452492178296,0.1109547565452014,0.3219184951585301,0.3178079756233046,0.1997794419687036,0.8002205580312964,80,0.6747150444672999,0.3874913035133515,0.5329198990606449,1.413398477909446,0.201914068272778,0.4426277397392749
27,2,0.1875868917377698,0.188090076535198,0.0518010545441362,0.7340901537405268,0.8543913035354634,0.1456086984206098,0.3190822168390723,0.267096322029829,0.158369606455541,0.841630393544459,80,0.8755526766138372,0.44152754556507,0.4927679610574064,1455.9245795514648,207.98922565020925,324.963628569185
27,3,0.1572177179213987,0.1665601506012814,0.0420658734109117,0.7343497062394138,0.8603506492321966,0.1396493504657257,0.2788528217144665,0.2554819092154503,0.1625244604218295,0.8374755395781704,80,0.8644393221081795,0.4231362961066574,0.4780543951501287,999.6440651789284,142.8062950255612,220.757946847163
