region,bin,x,local_density,global_density
current,142,0.7124999999999999,7.343409510333598e-06,6.089630134357896e-06
current,143,0.7174999999999999,4.899019067024989e-06,3.988325673566467e-06
current,144,0.7224999999999999,5.365164988561167e-06,4.37331167938041e-06
current,145,0.7274999999999999,8.461088077174095e-06,7.4163098690628335e-06
current,146,0.7324999999999999,4.729667167845148e-06,4.032373512394102e-06
current,147,0.7374999999999999,1.0724720248023858e-05,9.577210432455883e-06
current,148,0.7424999999999999,4.96708099021538e-06,4.200145661329492e-06
current,149,0.7474999999999999,1.3838873398378142e-05,1.2068374793002755e-05
current,150,0.7525,4.255927164733145e-05,3.5045435236831826e-05
current,151,0.7575,1.4649523168999418e-05,1.1355671993405107e-05
current,152,0.7625,1.3372217970717596e-05,1.1205435225979365e-05
current,153,0.7675,1.1076455610710043e-05,8.20885379067356e-06
current,154,0.7725,5.888588630079298e-06,4.653493156311294e-06
current,155,0.7775,1.2977497647750856e-05,1.141278744572743e-05
current,156,0.7825,5.548584053894028e-06,4.3269554417835875e-06
current,157,0.7875,7.997155570214258e-06,6.2570705253796295e-06
current,158,0.7925,5.297249672668506e-06,4.194213026519775e-06
current,159,0.7975,5.509365240409259e-06,4.267619040231749e-06
current,160,0.8025,1.0187794379251092e-05,8.517386082270864e-06
current,161,0.8075,4.48503448112962e-06,3.4793008241570775e-06
current,162,0.8125,8.434567729061516e-06,7.222160568127427e-06
current,163,0.8175,6.490093582266238e-06,5.268845530754705e-06
current,164,0.8225,7.127888706264104e-06,5.606180088901111e-06
current,165,0.8275,9.515116351612774e-06,7.803331422915294e-06
current,166,0.8325,7.5649200263857276e-06,5.7457900699462844e-06
current,167,0.8374999999999999,1.1578001422140934e-05,9.650775845264953e-06
current,168,0.8424999999999999,9.5321826548496e-06,7.924670211365287e-06
current,169,0.8474999999999999,8.639089381464442e-06,6.951381386809827e-06
current,170,0.8524999999999999,1.4372956412926772e-05,1.251055173455899e-05
current,171,0.8574999999999999,5.822844343003676e-06,4.77061193371773e-06
current,172,0.8624999999999999,1.1138984119701936e-05,9.199868115353398e-06
current,173,0.8674999999999999,6.897871679595891e-06,5.644369544634916e-06
current,174,0.8724999999999999,1.7967624599731032e-05,1.5253603602819307e-05
current,175,0.8775,5.96082806939138e-05,4.735456083872865e-05
current,176,0.8825,2.0317435147559562e-05,1.477681692505234e-05
current,177,0.8875,2.3816553569800744e-05,1.913080985404196e-05
current,178,0.8925,1.3652831525785921e-05,1.034398487474521e-05
current,179,0.8975,9.309266751100096e-06,7.008035598290713e-06
current,180,0.9025,1.7704981295727688e-05,1.4622478078406078e-05
current,181,0.9075,7.11857175437384e-06,5.3123579289381364e-06
current,182,0.9125,1.2341166666954227e-05,9.970808306422664e-06
current,183,0.9175,9.352881039661748e-06,7.379142937688997e-06
current,184,0.9225,9.435972112803902e-06,7.28909456591848e-06
current,185,0.9275,1.5297316701773933e-05,1.2666688682392472e-05
current,186,0.9325,7.419162593740631e-06,5.793188833536078e-06
current,187,0.9375,1.2588313145837378e-05,9.848275416683168e-06
current,188,0.9425,8.342091163046685e-06,6.329889987803338e-06
current,189,0.9475,9.44137118367229e-06,6.826917037162219e-06
current,190,0.9525,1.4909317482009528e-05,1.1656887231626514e-05
current,191,0.9575,1.0698494225273547e-05,7.991863165441326e-06
current,192,0.9624999999999999,1.7663507893600153e-05,1.3939229767035557e-05
current,193,0.9674999999999999,9.273990568725802e-06,6.9212978664094115e-06
