layer,head,score_sum,score_mean,nonzero,max
18,4,0.009259259259259259,9.259259259259259e-06,1,0.009259259259259259
18,5,0.0,0.0,0,0.0
18,6,0.0,0.0,0,0.0
18,7,0.0,0.0,0,0.0
18,8,0.0,0.0,0,0.0
18,9,0.0,0.0,0,0.0
18,10,33.10342365467135,0.03310342365467135,415,0.5863095238095237
18,11,0.0,0.0,0,0.0
18,12,0.0,0.0,0,0.0
18,13,0.15214562046140995,0.00015214562046140994,7,0.05263157894736842
18,14,2.028679617166459,0.0020286796171664592,37,0.16666666666666666
18,15,1.2674895018208245,0.0012674895018208246,37,0.08333333333333333
18,16,131.734680711009,0.131734680711009,639,2.1341269841269837
18,17,0.0,0.0,0,0.0
18,18,29.7407235955107,0.0297407235955107,347,0.5833333333333334
18,19,0.0,0.0,0,0.0
18,20,0.0,0.0,0,0.0
18,21,0.0,0.0,0,0.0
18,22,0.0,0.0,0,0.0
18,23,0.0,0.0,0,0.0
18,24,0.0,0.0,0,0.0
18,25,0.0,0.0,0,0.0
18,26,0.06666666666666667,6.666666666666667e-05,1,0.06666666666666667
18,27,0.0,0.0,0,0.0
19,0,0.0,0.0,0,0.0
19,1,0.0,0.0,0,0.0
19,2,0.0,0.0,0,0.0
19,3,0.06944444444444445,6.944444444444444e-05,2,0.041666666666666664
19,4,2.531624075747727,0.002531624075747727,48,0.16666666666666666
19,5,5.034249412608928,0.005034249412608928,116,0.18888888888888888
19,6,479.37823599309985,0.47937823599309987,842,3.6150162337662355
19,7,0.0,0.0,0,0.0
19,8,0.0,0.0,0,0.0
19,9,0.0,0.0,0,0.0
19,10,0.0,0.0,0,0.0
19,11,0.0,0.0,0,0.0
19,12,0.0,0.0,0,0.0
19,13,0.0,0.0,0,0.0
19,14,8.964450606557925,0.008964450606557924,158,0.3007936507936508
19,15,800.6051276919225,0.8006051276919225,859,4.7244475352234
19,16,3.202281746031746,0.003202281746031746,36,0.41666666666666663
19,17,594.0075369441308,0.5940075369441309,857,7.442340067340086
19,18,302.6619748330196,0.3026619748330196,786,3.2183201058201063
19,19,43.21219787814133,0.04321219787814133,354,1.4166666666666665
19,20,413.17753990278663,0.41317753990278666,815,3.232428451178451
19,21,0.0,0.0,0,0.0
19,22,379.894168741558,0.379894168741558,788,6.128155178155174
19,23,104.58951979605371,0.1045895197960537,641,1.1666666666666665
19,24,1.2583885096385097,0.0012583885096385096,32,0.1
19,25,0.4344033471974649,0.0004344033471974649,9,0.1111111111111111
19,26,90.51155312278544,0.09051155312278544,556,1.5250000000000001
19,27,22.030506966134674,0.022030506966134674,316,0.5055555555555555
20,0,0.0,0.0,0,0.0
20,1,0.0,0.0,0,0.0
20,2,0.0,0.0,0,0.0
20,3,0.0625,6.25e-05,1,0.0625
20,4,0.0,0.0,0,0.0
20,5,1.5333470845147321,0.001533347084514732,38,0.2583333333333333
20,6,0.0,0.0,0,0.0
20,7,0.03571428571428571,3.571428571428571e-05,1,0.03571428571428571
20,8,301.05420383421415,0.30105420383421416,818,2.6871406371406374
20,9,404.0835590174688,0.40408355901746884,798,3.996804353054355
20,10,0.09257409257409258,9.257409257409258e-05,2,0.05411255411255411
20,11,0.15,0.00015,3,0.08333333333333333
20,12,0.0,0.0,0,0.0
