layer,kv_head,local_current_share,global_current_share,s_current_share,b_log_per_token_ratio,r_per_token_ratio,local_per_token_ratio,global_per_token_ratio,current_token_fraction,num_observations,query_heads_observed,b_quantile_class,s_threshold_class
21,1,0.27451006388469046,0.28212660935903683,0.27831833662186367,-2.2330332041572896,0.16239456713663378,0.1564207279557056,0.1691759749185366,0.7408419067708049,203,7.0,mixed,mixed
21,2,0.15597644345298767,0.16619418396790286,0.16108531371044527,-3.0015226719838988,0.07226544555215235,0.06902587283442789,0.07596181370678341,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
21,3,0.23227417506047823,0.22952754058781452,0.23090085782414635,-2.5040804562184595,0.12371938307114895,0.12684573529960425,0.12140170015203272,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
22,0,0.08810849916800638,0.09783375081704064,0.09297112499252351,-3.7333311955400417,0.03753478926663457,0.035233838673292356,0.04038996255793472,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
22,1,0.202319325468218,0.21447571369503826,0.2083975195816281,-2.5860678392122676,0.10109812032737306,0.09652254591884203,0.10656002418848937,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
22,2,0.20332270937996946,0.19850945920413912,0.20091608429205432,-2.74314997600622,0.10412987836364833,0.1075227219663596,0.1012468383068742,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
22,3,0.13883725916624623,0.1503729995733524,0.1446051293697993,-3.072004755059367,0.064272858172586,0.061322178503481026,0.06773144136645998,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
23,0,0.33591069659431644,0.32129285896620163,0.32860177778025906,-1.9111832663388135,0.20633730303361514,0.2155938896943635,0.19964395890441122,0.7408419067708049,203,7.0,current_oriented_top20,mixed
23,1,0.1251139600093898,0.14599894914383654,0.13555645457661317,-3.144663415571645,0.05675854243587885,0.051491962039539686,0.06305890597229157,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
23,2,0.1367992291251053,0.15181062042289623,0.14430492477400078,-3.060906365757423,0.06257773466960906,0.05858805063927556,0.06739813639163447,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
23,3,0.327583184164372,0.35014415754647504,0.3388636708554235,-1.8684773521029698,0.3868600118928496,0.36954693076951095,0.40672679015520086,0.7408419067708049,203,7.0,current_oriented_top20,mixed
24,0,0.25409193436964517,0.25475656274472136,0.25442424855718326,-2.678425536988777,0.495792975878501,0.4949834604564899,0.49756388233084003,0.7408419067708049,203,7.0,mixed,mixed
24,1,0.06149706995895662,0.06050534492754439,0.06100120744325051,-4.095418399264814,0.022627322519521403,0.022699283100195162,0.022656377522443445,0.7408419067708049,203,7.0,memory_oriented_bottom20,memory_mass_lt25
24,2,0.3909852038996679,0.4076220061112379,0.3993036050054529,-1.559933890646148,0.34639353351615243,0.33456541148027796,0.36002253119926547,0.7408419067708049,203,7.0,current_oriented_top20,mixed
24,3,0.1819288167867584,0.18279511320550085,0.18236196499612964,-2.7788477833416327,0.08334025576702091,0.08263305328943009,0.084404684075498,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
25,0,0.34404106880753665,0.3677379858817966,0.35588952734466667,-1.8707406090305405,0.5648678308644375,0.5225608299060902,0.6121741528245132,0.7408419067708049,203,7.0,current_oriented_top20,mixed
25,1,0.28482987009727,0.29852796338857773,0.2916789167429239,-2.109333302436996,0.17357655463778746,0.16425881138840012,0.18458256630124217,0.7408419067708049,203,7.0,mixed,mixed
25,2,0.31333351807787563,0.3371047679257071,0.3252191430017914,-2.049614229994321,0.32791110204473256,0.30484634796152066,0.354713701736683,0.7408419067708049,203,7.0,current_oriented_top20,mixed
25,3,0.15720683065932567,0.17119913500735914,0.1642029828333424,-2.960576081195204,0.07498666052215111,0.07122333575304587,0.07926110430409813,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
26,0,0.28560901959470686,0.30168987947195886,0.2936494495333329,-2.0620729960957127,0.15745016181158722,0.14991913760135112,0.166460459898876,0.7408419067708049,203,7.0,current_oriented_top20,mixed
26,1,0.28398138936386774,0.2933603949010091,0.28867089213243846,-2.118573512406719,0.1546438952604999,0.14993762744710737,0.15985020230338887,0.7408419067708049,203,7.0,mixed,mixed
26,2,0.2432219438672885,0.2646807333287614,0.25395133859802493,-2.2721626395972145,0.12469381305408064,0.11649770659875908,0.13403912635288645,0.7408419067708049,203,7.0,mixed,mixed
26,3,0.37642163835275505,0.38436502010273843,0.3803933292277467,-1.685594827437109,0.3277731521517351,0.31780495438168,0.3407667171060705,0.7408419067708049,203,7.0,current_oriented_top20,mixed
27,0,0.2511995401416064,0.25861848722068126,0.2549090136811438,-2.284737636096593,0.12953977959811408,0.12688693044522323,0.132667757728961,0.7408419067708049,203,7.0,mixed,mixed
27,1,0.19202149280490075,0.19092959744841936,0.19147554512666007,-3.25745962662862,17105.719684717023,3194.6399603804857,94269.72126212201,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
27,2,0.23295536509067538,0.24941050854278815,0.24118293681673178,-2.3430446010405332,0.1160682819943521,0.11081126900179268,0.12205268374826485,0.7408419067708049,203,7.0,mixed,memory_mass_lt25
27,3,0.25668356522917074,0.26945272476927734,0.26306814499922404,-2.209424400182991,0.12888811003632036,0.12493605421450703,0.13325450282757315,0.7408419067708049,203,7.0,mixed,mixed
